福斯特 先生 ， 本 週二 7點見 。 二 。,非常 感謝 你 。 我 感謝 您 的 幫助 。 一 。
這 是 Shogun 餐廳 。 零 。,您好 ， 我 需要 預訂 晚餐 。 八 。
您好 ， 我 需要 預訂 晚餐 。 八 。,你 能 告訴 我 你 將來 的 晚上 嗎 ？ 八 。
你 能 告訴 我 你 將來 的 晚上 嗎 ？ 八 。,我們 將 在 週二 晚上 來 你 的 餐廳 。 零 。
我們 將 在 週二 晚上 來 你 的 餐廳 。 零 。,你 什麼 時候 和 我們 一起 用餐 ？ 八 。
我們 的 第一 選擇 是 7:00 ， 或者 7:30 。 八 。,你們 派對 中 有 多少 客人 ？ 八 。
你們 派對 中 有 多少 客人 ？ 八 。,我們 四 個 人 會 來 。 零 。
我們 四 個 人 會 來 。 零 。,請 給 我 你 的 名字 ， 星期二 早上 7點 ， 我們 將 爲 您 準備 一 張 桌子 ！ 零 。
請 給 我 你 的 名字 ， 星期二 早上 7點 ， 我們 將 爲 您 準備 一 張 桌子 ！ 零 。,好 極了 ！ 我們 的 姓 是 福斯特 。 零 。
好 極了 ！ 我們 的 姓 是 福斯特 。 零 。,謝謝 福斯特 先生 ， 請 於 本 週二 7點見 。 零 。
謝謝 福斯特 先生 ， 請 於 本 週二 7點見 。 零 。,我 期待 在 你 的 餐廳 吃飯 。 感謝 您 的 幫助 。 零 。
帕薩迪納 的 幕府 餐廳 。 零 。,嗨 ， 你 能 幫幫 我 嗎 ？ 我 需要 預訂 晚餐 。 八 。
嗨 ， 你 能 幫幫 我 嗎 ？ 我 需要 預訂 晚餐 。 八 。,如果 你 能 告訴 我 你 喜歡 預訂 的 晚上 ， 我 可以 幫 到 你 。 零 。
如果 你 能 告訴 我 你 喜歡 預訂 的 晚上 ， 我 可以 幫 到 你 。 零 。,週二 晚上 是 我們 需要 預訂 的 時間 。 八 。
週二 晚上 是 我們 需要 預訂 的 時間 。 八 。,你 認爲 你 想 吃 晚飯 的 時間 是 幾 點 ？ 八 。
7：00 是 最 好 的 ， 也 可能 是 7:30 。 零 。,你 的 小組 中 有 多少 食客 ？ 八 。
你 的 小組 中 有 多少 食客 ？ 八 。,我們 需要 四 個人 的 預訂 。 零 。
我們 需要 四 個人 的 預訂 。 零 。,如果 你 能 給 我 你 的 名字 ， 我 在 7點 就 有 一 張 四 人 餐桌 。 八 。
如果 你 能 給 我 你 的 名字 ， 我 在 7點 就 有 一 張 四 人 餐桌 。 八 。,我 的 姓 是 福斯特 。 零 。
謝謝 你 的 預訂 。福斯特 先生 ， 我們 將 在 本 週二 的 7:00 期待 你 。 零 。,我們 會 在 那裏 ！ 謝謝 您 的 幫助 ！ 零 。
晚上 好 ， 先生 ， 歡迎 來到 Chez Attitude 。 零 。,我們 在 7點 以 福斯特 的 名義 預訂 四 人 晚餐 。 零 。
我們 在 7點 以 福斯特 的 名義 預訂 四 人 晚餐 。 零 。,是的 ， 福斯特 先生 ， 如果 你 願意 坐 在 等候區 ， 我們 的 女 主人 會 在 一瞬間 和 你 在 一起 。零 。
是的 ， 福斯特 先生 ， 如果 你 願意 坐 在 等候區 ， 我們 的 女 主人 會 在 一瞬間 和 你 在 一起 。零 。,謝謝 。 如果 我們 在 等待 時 喝 一 杯 雞尾 酒會 沒關係 嗎 ？ 零 。
謝謝 。 如果 我們 在 等待 時 喝 一 杯 雞尾 酒會 沒關係 嗎 ？ 零 。,當然 ， 我 會 告訴 她 的 。 二 。
當然 ， 我 會 告訴 她 的 。 二 。,我 真的 更 喜歡 外面 的 桌子 。 那 有 可能 嗎 ？ 四 。
我 真的 更 喜歡 外面 的 桌子 。 那 有 可能 嗎 ？ 四 。,當然 ， 如果 你 想 要 其中 一 張 桌子 ， 我 可以 馬上 就座 。 零 。
當然 ， 如果 你 想 要 其中 一 張 桌子 ， 我 可以 馬上 就座 。 零 。,當然 ， 那 太 好 了 ！ 謝謝 ！ 一 。
當然 ， 那 太 好 了 ！ 謝謝 ！ 一 。,這 是 您 的 菜單 和 葡萄酒 菜單 ， 您 想 現在 訂購 飲料 嗎 ？ 九 。
這 是 您 的 菜單 和 葡萄酒 菜單 ， 您 想 現在 訂購 飲料 嗎 ？ 九 。,是的 ， 我 想 要 伏特加 手鐲 。 九 。
是的 ， 我 想 要 伏特加 手鐲 。 九 。,先生 ， 沒 問題 ， 先生 。 三 。
先生 ， 沒 問題 ， 先生 。 三 。,非常 感謝 。 一 。
歡迎 來到 我們 的 餐廳 ， Chez Attitude ！ 零 。,我們 的 預訂 是 福斯特 的 名字 ， 時間 是 7點 ， 四 人 。 零 。
我們 的 預訂 是 福斯特 的 名字 ， 時間 是 7點 ， 四 人 。 零 。,是的 ， 福斯特 先生 ， 我們 的 女 主人 會 在 一會兒 和 你 在 一起 。零 。
是的 ， 福斯特 先生 ， 我們 的 女 主人 會 在 一會兒 和 你 在 一起 。零 。,在 我們 等待 的 時候 ， 我們 想 先 品嚐 一 杯 雞尾酒 。 當 你 的 桌子 準備 好 時 ， 你 能 告訴 女主人 請 來 告訴 我們 嗎 ？ 零 。
在 我們 等待 的 時候 ， 我們 想 先 品嚐 一 杯 雞尾酒 。 當 你 的 桌子 準備 好 時 ， 你 能 告訴 女主人 請 來 告訴 我們 嗎 ？ 零 。,我 會 讓 她 知道 你 在 哪裏 。 零 。
我 會 讓 她 知道 你 在 哪裏 。 零 。,露臺桌 看 起來 很 不錯 。 我們 能 坐 在 那兒 嗎 ？ 四 。
露臺桌 看 起來 很 不錯 。 我們 能 坐 在 那兒 嗎 ？ 四 。,如果 你 願意 ， 我 可以 馬上 把 你 安排 在 外面 的 桌子 上 。 二 。
如果 你 願意 ， 我 可以 馬上 把 你 安排 在 外面 的 桌子 上 。 二 。,謝謝 ！ 我們 會 坐 在 那裏 。 我們 將 在 那裏 點 飲料 。零 。
謝謝 ！ 我們 會 坐 在 那裏 。 我們 將 在 那裏 點 飲料 。零 。,在 看 菜單 的 時候 ， 我 可以 帶 些 雞尾酒 開始 嗎 ？ 零 。
是的 ， 你 爲什麼 不 給 我們 帶 一 瓶 Chablis 一 瓶 四 杯 開始 ？ 四 。,我 馬上 就 開始 吧 ！ 零 。
我 馬上 就 開始 吧 ！ 零 。,我們 感謝 你 的 幫助 。 零 。
感謝 您 今晚 在 Chez Attitude 加入 我們 。 零 。,我 是 福斯特 先生 ， 我們 今晚 有 7 人 晚餐 預訂 4 人 。 零 。
我 是 福斯特 先生 ， 我們 今晚 有 7 人 晚餐 預訂 4 人 。 零 。,歡迎 ， 福斯特 先生 ， 如果 你 在 休息區 有 座位 ， 我們 的 女 主人 會 準備 好 讓 你 坐 下來 。 零 。
歡迎 ， 福斯特 先生 ， 如果 你 在 休息區 有 座位 ， 我們 的 女 主人 會 準備 好 讓 你 坐 下來 。 零 。,等 我們 準備 喝 一 杯 。 請 女主人 知道 她 可以 在 那裏 找到 我們 。 零 。
等 我們 準備 喝 一 杯 。 請 女主人 知道 她 可以 在 那裏 找到 我們 。 零 。,當 你 準備 桌子 時 ， 她 會 來 告訴 你 。零 。
當 你 準備 桌子 時 ， 她 會 來 告訴 你 。零 。,那些 露臺 是 新 的 ， 不 是 嗎 ？ 可以 坐 在 那裏 嗎 ？ 四 。
那些 露臺 是 新 的 ， 不 是 嗎 ？ 可以 坐 在 那裏 嗎 ？ 四 。,如果 您 想 立即 就座 ， 可以 使用 外面 的 桌子 。 二 。
如果 您 想 立即 就座 ， 可以 使用 外面 的 桌子 。 二 。,我們 很 樂意 坐 在 外面 。 謝謝 你 的 幫助 ！ 二 。
我們 很 樂意 坐 在 外面 。 謝謝 你 的 幫助 ！ 二 。,這 是 你 的 餐桌 ， 現在 我 可以 在 你 考慮 吃 晚餐 的 時候 喝 點 飲料 嗎 ？ 九 。
這 是 你 的 餐桌 ， 現在 我 可以 在 你 考慮 吃 晚餐 的 時候 喝 點 飲料 嗎 ？ 九 。,是的 ， 在 我們 弄 清楚 我們 的 晚餐 訂單 時 ， 你 能 給 我們 帶 一 罐 瑪格麗塔 酒 和 四杯 啤酒 嗎 ？ 九 。
是的 ， 在 我們 弄 清楚 我們 的 晚餐 訂單 時 ， 你 能 給 我們 帶 一 罐 瑪格麗塔 酒 和 四杯 啤酒 嗎 ？ 九 。,我 會 把 你 的 飲料 訂單 放 進去 ， 然後 回來 接受 你 的 晚餐 訂單 。 九 。
我 會 把 你 的 飲料 訂單 放 進去 ， 然後 回來 接受 你 的 晚餐 訂單 。 九 。,當 你 回來 的 時候 我們 會 準備 好 訂購 ！ 二 。
我 可以 開始 喝 任何 東西 嗎 ？ 九 。,是的 ， 請問 我 有 水 嗎 ？ 四 。
是的 ， 請問 我 有 水 嗎 ？ 四 。,當然 ， 你 今天 想 要 任何 開 胃 菜 嗎 ？ 九 。
當然 ， 你 今天 想 要 任何 開 胃 菜 嗎 ？ 九 。,我 可以 訂購 燒烤 翅膀 嗎 ？ 四 。
我 可以 訂購 燒烤 翅膀 嗎 ？ 四 。,沒 問題 ， 我 可以 告訴 你 什麼 嗎 ？ 九 。
沒 問題 ， 我 可以 告訴 你 什麼 嗎 ？ 九 。,不 ， 謝謝 ， 現在 一切 都 好 。 零 。
不 ， 謝謝 ， 現在 一切 都 好 。 零 。,當 你 準備 訂購 食物 時 ， 請 告訴 我 。 零 。
當 你 準備 訂購 食物 時 ， 請 告訴 我 。 零 。,我 準備 好 了 。零 。
我 準備 好 了 。零 。,我 能 得到 什麼 ？ 四 。
我 可以 買 到 阿爾弗雷多 的 fettuccini 嗎 ？ 零 。,這 就 是 全部 嗎 ？ 九 。
這 就 是 全部 嗎 ？ 九 。,是的 ， 就 是 這樣 。 零 。
我 可以 喝 點 什麼 嗎 ？ 零 。,好 的 ， 拜託 。 我 可以 來 一 杯 檸檬水 嗎 ？ 四 。
好 的 ， 拜託 。 我 可以 來 一 杯 檸檬水 嗎 ？ 四 。,你 想 開 胃 菜 嗎 ？ 九 。
你 想 開 胃 菜 嗎 ？ 九 。,我 可以 訂購 燒烤 翅膀 嗎 ？ 九 。
我 可以 訂購 燒烤 翅膀 嗎 ？ 九 。,當然 ， 你 還 想 要 別的 嗎 ？ 九 。
當然 ， 你 還 想 要 別的 嗎 ？ 九 。,現在 好 了 ， 謝謝 。一 。
現在 好 了 ， 謝謝 。一 。,當 你 想 要 訂購 剩下 的 食物 時 告訴 我 。 零 。
當 你 想 要 訂購 剩下 的 食物 時 告訴 我 。 零 。,對不起 。 我 已 準備 好 訂購 。零 。
對不起 。 我 已 準備 好 訂購 。零 。,你 想 要 什麼 ？ 九 。
你 想 要 什麼 ？ 九 。,讓 我 有 嬰兒 背 肋骨 。 九 。
讓 我 有 嬰兒 背 肋骨 。 九 。,當然 ， 還有 什麼 我 可以 幫 你 的 嗎 ？ 九 。
當然 ， 還有 什麼 我 可以 幫 你 的 嗎 ？ 九 。,現在 就 是 這樣 。 一 。
我 可以 喝 點 什麼 嗎 ？ 九 。,好 的 ， 拜託 。 我 可以 來 一 杯 檸檬水 嗎 ？ 九 。
好 的 ， 拜託 。 我 可以 來 一 杯 檸檬水 嗎 ？ 九 。,你 想 開 胃 菜 嗎 ？ 九 。
你 想 開 胃 菜 嗎 ？ 九 。,我 可以 訂購 燒烤 翅膀 嗎 ？ 九 。
我 可以 訂購 燒烤 翅膀 嗎 ？ 九 。,當然 ， 你 還 想 要 別的 嗎 ？ 九 。
當然 ， 你 還 想 要 別的 嗎 ？ 九 。,現在 好 了 ， 謝謝 。零 。
現在 好 了 ， 謝謝 。零 。,當 你 想 要 訂購 剩下 的 食物 時 告訴 我 。 零 。
當 你 想 要 訂購 剩下 的 食物 時 告訴 我 。 零 。,對不起 。 我 已 準備 好 訂購 。零 。
對不起 。 我 已 準備 好 訂購 。零 。,你 想 要 什麼 ？ 九 。
你 想 要 什麼 ？ 九 。,讓 我 有 嬰兒 背 肋骨 。 九 。
讓 我 有 嬰兒 背 肋骨 。 九 。,當然 ， 還有 什麼 我 可以 幫 你 的 嗎 ？ 九 。
當然 ， 還有 什麼 我 可以 幫 你 的 嗎 ？ 九 。,現在 就 是 這樣 。 零 。
我 是 你 的 女 服務員 ， 瑪麗 。 零 。,你 好 ， 瑪麗 。 今晚 我們 都 很 餓 ！ 零 。
你 好 ， 瑪麗 。 今晚 我們 都 很 餓 ！ 零 。,當 你 在 查看 菜單 時 ， 我 可以 對 開 胃 菜 感 興趣 嗎 ？ 九 。
當 你 在 查看 菜單 時 ， 我 可以 對 開 胃 菜 感 興趣 嗎 ？ 九 。,開 胃 菜 聽 起來 不錯 。 你 有 特別 的 菜單 嗎 ？ 九 。
開 胃 菜 聽 起來 不錯 。 你 有 特別 的 菜單 嗎 ？ 九 。,它們 列 在 菜單 的 第一 頁 上 。 九 。
它們 列 在 菜單 的 第一 頁 上 。 九 。,椰子蝦 看 起來 不錯 。 你 有 沒 有 那個 ？ 九 。
椰子蝦 看 起來 不錯 。 你 有 沒 有 那個 ？ 九 。,是的 ， 非常 好 ！ 零 。
是的 ， 非常 好 ！ 零 。,好 的 ， 我 會 接受 的 。零 。
好 的 ， 我 會 接受 的 。零 。,你 想 分開 那個 並 選擇 另 一個 開 胃 菜 半價 分享 嗎 ？ 零 。
你 想 分開 那個 並 選擇 另 一個 開 胃 菜 半價 分享 嗎 ？ 零 。,好 的 。 在 這種 情況 下 ， 我們 還 會 接受 洋蔥圈 的 訂單 。 謝謝 ！ 二 。
我 叫 瑪麗 ， 今晚 我 將 成爲 你 的 女 服務員 。 零 。,謝謝 你 ， 瑪麗 。 我們 一直 期待 著 嘗試 這家 餐廳 。 零 。
謝謝 你 ， 瑪麗 。 我們 一直 期待 著 嘗試 這家 餐廳 。 零 。,在 你 的 主菜 之前 ， 你 想 點 一 份 開 胃 菜 嗎 ？ 九 。
在 你 的 主菜 之前 ， 你 想 點 一 份 開 胃 菜 嗎 ？ 九 。,當然 ， 這 聽 起來 很 棒 。 你 的 開胃菜 在 哪裏 上市 ？ 九 。
當然 ， 這 聽 起來 很 棒 。 你 的 開胃菜 在 哪裏 上市 ？ 九 。,桌子 中央 有 一個 特殊 的 開胃 菜單 。 九 。
桌子 中央 有 一個 特殊 的 開胃 菜單 。 九 。,雞肉 和 奶酪 玉米餅 很 好看 。 那 很 好 嗎 ？ 九 。
雞肉 和 奶酪 玉米餅 很 好看 。 那 很 好 嗎 ？ 九 。,你 知道 ， 這 是 我 的 最 愛 之一 ！ 零 。
你 知道 ， 這 是 我 的 最 愛 之一 ！ 零 。,好 的 ， 我 會 接受 一個 訂單 。 九 。
好 的 ， 我 會 接受 一個 訂單 。 九 。,你 可以 選擇 另 一個 開 胃 菜 半價 分享 。零 。
你 可以 選擇 另 一個 開 胃 菜 半價 分享 。零 。,完美 ！ 請 加上 洋蔥圈 的 訂單 。 二 。
我 叫 瑪麗 ， 今天 晚上 我 將 成爲 你 的 服務員 。 零 。,嗨瑪麗 。 我們 真的 很 期待 這裏 的 美食 。 零 。
嗨瑪麗 。 我們 真的 很 期待 這裏 的 美食 。 零 。,開始 時 我 能 開 胃 了 嗎 ？ 九 。
開始 時 我 能 開 胃 了 嗎 ？ 九 。,我 會 喜歡 開 胃菜 。 它們 是否 列 在 菜單 中 ？ 九 。
我 會 喜歡 開 胃菜 。 它們 是否 列 在 菜單 中 ？ 九 。,我們 的 日常 開 胃 菜列 在 牆上 的 那 塊 板 上 。 九 。
我們 的 日常 開 胃 菜列 在 牆上 的 那 塊 板 上 。 九 。,我 在 考慮 爆米花蝦 。 那個 怎麼樣 ？ 九 。
我 在 考慮 爆米花蝦 。 那個 怎麼樣 ？ 九 。,那 將 是 一個 很 好 的 選擇 ！ 零 。
那 將 是 一個 很 好 的 選擇 ！ 零 。,我 會 相信 你 的 品味 並 接受 一個 訂單 。 九 。
我 會 相信 你 的 品味 並 接受 一個 訂單 。 九 。,我們 有 一個 特別 的 地方 ， 您 可以 半價 訂購 第二 個 開 胃 菜 。 零 。
我們 有 一個 特別 的 地方 ， 您 可以 半價 訂購 第二 個 開 胃 菜 。 零 。,在 這種 情況 下 ， 我們 將 首先 選擇 洋蔥圈 。 二 。
你 有 足夠 的 時間 查看 菜單 嗎 ？ 九 。,是的 ， 我們 幾乎 準備 訂購 了 。九 。
是的 ， 我們 幾乎 準備 訂購 了 。九 。,讓 我 提醒 你 當天 的 特價 ， 這些 特價 都 張貼 在 董事會 上 。 零 。
讓 我 提醒 你 當天 的 特價 ， 這些 特價 都 張貼 在 董事會 上 。 零 。,哦 ， 這 一切 聽 起來 都 很 棒 ！ 我們 可以 把 醬汁 放在 一邊 嗎 ？ 零 。
哦 ， 這 一切 聽 起來 都 很 棒 ！ 我們 可以 把 醬汁 放在 一邊 嗎 ？ 零 。,是的 ， 我們 很 樂意 準備 食物 以 滿足 您 的 特殊 需求 。 零 。
是的 ， 我們 很 樂意 準備 食物 以 滿足 您 的 特殊 需求 。 零 。,我 想 知道 你 是否 有 素食 選擇 。 九 。
是的 ， 烤 蔬菜 沙拉 很 好 ， 而且 portabella 蘑菇 漢堡 也 是 不錯 的 選擇 。 零 。,我 想 我 想 點 西蘭花面 。 九 。
我 想 我 想 點 西蘭花面 。 九 。,這 是 一個 很 好 的 選擇 ， 我 現在 可以 把 你 的 沙拉 帶 給 你 ， 或 帶 上 你 的 晚餐 。 九 。
這 是 一個 很 好 的 選擇 ， 我 現在 可以 把 你 的 沙拉 帶 給 你 ， 或 帶 上 你 的 晚餐 。 九 。,請 把 我們 的 沙拉 給 我們 。 我們 都 餓 了 ！ 二 。
你 準備 訂購 了 嗎 ？ 九 。,我 認爲 我們 很 想 知道 我們 想 訂購 什麼 。 九 。
我 認爲 我們 很 想 知道 我們 想 訂購 什麼 。 九 。,讓 我 告訴 你 當天 的 特色 菜 ， 這 是 帶有 刺 山柑 和 烤大蒜蝦 的 雞 汁 。 九 。
讓 我 告訴 你 當天 的 特色 菜 ， 這 是 帶有 刺 山柑 和 烤大蒜蝦 的 雞 汁 。 九 。,我 想 知道 廚師 是否 可以 放下 醬汁 。 九 。
我 想 知道 廚師 是否 可以 放下 醬汁 。 九 。,廚師 很 樂意 滿足 您 的 特殊 要求 。 零 。
廚師 很 樂意 滿足 您 的 特殊 要求 。 零 。,我 是 素食主義者 。 你 有 素食 選擇 嗎 ？ 九 。
我 是 素食主義者 。 你 有 素食 選擇 嗎 ？ 九 。,你 可以 選擇 烤 蔬菜 和 大蒜 披薩 或 山羊 奶酪 和 蜜餞 核桃 沙拉。九 。
你 可以 選擇 烤 蔬菜 和 大蒜 披薩 或 山羊 奶酪 和 蜜餞 核桃 沙拉。九 。,我 想 我們 會 把 烤 蔬菜 和 大蒜 披薩 分開 。九 。
我 想 我們 會 把 烤 蔬菜 和 大蒜 披薩 分開 。九 。,這 是 一個 很 好 的 選擇 ， 我 現在 可以 帶 上 你 的 沙拉 或者 用 你 的 主菜 服務 。 九 。
這 是 一個 很 好 的 選擇 ， 我 現在 可以 帶 上 你 的 沙拉 或者 用 你 的 主菜 服務 。 九 。,當 你 把 我們 的 主菜 帶 給 我們 時 ， 你 可以 把 我們 的 沙拉 帶 給 我們 。 九 。
你 現在 要 訂購 嗎 ？ 九 。,這 一切 看 起來 都 不錯 ！ 我 想 我們 知道 自己 想 要 什麼 。 九 。
這 一切 看 起來 都 不錯 ！ 我 想 我們 知道 自己 想 要 什麼 。 九 。,請 讓 我 指出 廚師 的 特色 ， 這 是 薰 黑 的 鮎 魚 。 零 。
請 讓 我 指出 廚師 的 特色 ， 這 是 薰 黑 的 鮎 魚 。 零 。,我 節食 ， 廚師 可以 準備 沒有 額外 醬汁 的 食物 嗎 ？ 九 。
我 節食 ， 廚師 可以 準備 沒有 額外 醬汁 的 食物 嗎 ？ 九 。,我們 總是 很 樂意 調整 我們 的 烹飪 以 滿足 您 的 需求 。 九 。
我們 總是 很 樂意 調整 我們 的 烹飪 以 滿足 您 的 需求 。 九 。,你 能 告訴 我 是否 有 素食 主菜 ？ 九 。
你 能 告訴 我 是否 有 素食 主菜 ？ 九 。,腰果 西蘭花 麪條 或 奶酪 和 蔬菜 辣醬 玉米 餅餡 將 是 一個 很 好 的 選擇 。 九 。
腰果 西蘭花 麪條 或 奶酪 和 蔬菜 辣醬 玉米 餅餡 將 是 一個 很 好 的 選擇 。 九 。,我 要 去 烤蝦 醬蒜醬 。 我 想 要 一邊 的 蒜醬 。 九 。
我 要 去 烤蝦 醬蒜醬 。 我 想 要 一邊 的 蒜醬 。 九 。,你 想 要 用 你 的 主菜 帶 給 你 的 沙拉 ， 或者 你 現在 想 要 它 嗎 ？ 九 。
你 想 要 用 你 的 主菜 帶 給 你 的 沙拉 ， 或者 你 現在 想 要 它 嗎 ？ 九 。,您 可以 在 我們 的 晚餐 中 享用 我們 的 沙拉 。 零 。
在 你 看 菜單 的 時候 ， 我 可以 點 一下 飲料 嗎 ？ 九 。,是的 ， 你 有 酒單 嗎 ？ 九 。
是的 ， 你 有 酒單 嗎 ？ 九 。,酒 單位 於 菜單 的 第二 頁 。 九 。
酒 單位 於 菜單 的 第二 頁 。 九 。,這家 餐館 有 混合 飲料 嗎 ？ 九 。
這家 餐館 有 混合 飲料 嗎 ？ 九 。,是的 ， 我們 這裏 有 一個 完整 的 酒吧 。 零 。
是的 ， 我們 這裏 有 一個 完整 的 酒吧 。 零 。,我 不 確定 自己 想 要 什麼 。 你 有 特價 房子 嗎 ？ 四 。
實際上 ， 我們 以 我們 的 Cuervo Gold margaritas 而 聞名 。零 。,聽 起來 不錯 ！ 請 帶 給 我 其中 一個 。 九 。
聽 起來 不錯 ！ 請 帶 給 我 其中 一個 。 九 。,你 想 要 混合 飲料 還是 在 岩石 上 ？ 九 。
你 想 要 混合 飲料 還是 在 岩石 上 ？ 九 。,我 希望 它 融爲一體 。零 。
我 希望 它 融爲一體 。零 。,你 想 要 鹽 還是 鹽？九 。
你 想 要 鹽 還是 鹽？九 。,我 想 要 沒有 鹽 的 瑪格麗塔 ， 謝謝 。零 。
當 你 在 想 什麼 時候 可以 訂購 晚餐 時 ， 你 想 訂購 飲料 嗎 ？ 九 。,你 能 告訴 我 你 的 酒單 在 哪裏 嗎 ？ 九 。
你 能 告訴 我 你 的 酒單 在 哪裏 嗎 ？ 九 。,酒單 就 是 貼 在 董事會 上 。 九 。
酒單 就 是 貼 在 董事會 上 。 九 。,我們 可以 在 這家 餐廳 點 一 杯 混合 飲料 嗎 ？ 九 。
我們 可以 在 這家 餐廳 點 一 杯 混合 飲料 嗎 ？ 九 。,是的 ， 我們 的 酒吧 提供 各種 混合 飲料 。零 。
是的 ， 我們 的 酒吧 提供 各種 混合 飲料 。零 。,你 有 可以 推薦 的 房子 特價 嗎 ？ 九 。
我們 最 受 歡迎 的 飲品 是 我們 的 Cuervo Gold margaritas 。 九 。,這 對 我 來說 聽 起來 不錯 。 我 可以 請 一個 嗎 ？ 九 。
這 對 我 來說 聽 起來 不錯 。 我 可以 請 一個 嗎 ？ 九 。,我 可以 把 它 帶 到 岩石 上 ， 還是 你 喜歡 混合 ？ 九 。
我 可以 把 它 帶 到 岩石 上 ， 還是 你 喜歡 混合 ？ 九 。,請 把 它 帶 到 岩石 上 。 零 。
請 把 它 帶 到 岩石 上 。 零 。,鹽 還是 鹽？九 。
鹽 還是 鹽？九 。,我 希望 它 沒有 鹽 。 零 。
我 可以 點 一下 飲料 嗎 ？ 九 。,你 的 酒單 在 哪裏 ？ 九 。
你 的 酒單 在 哪裏 ？ 九 。,葡萄酒 的 選擇 張貼 在 桌子 中間 的 小菜單 上 。 九 。
葡萄酒 的 選擇 張貼 在 桌子 中間 的 小菜單 上 。 九 。,這裏 有 混合 飲料 嗎 ？ 九 。
這裏 有 混合 飲料 嗎 ？ 九 。,我們 可以 在 酒吧 裏 製作 一些 混合 飲料 。零 。
我們 可以 在 酒吧 裏 製作 一些 混合 飲料 。零 。,我 聽說 你 以 喝酒 聞名 。 你 的 特色 是 什麼 ？ 四 。
我們 的 房子 特別 是 我們 的 Cuervo Gold margarita 。 零 。,我 現在 很 喜歡 瑪格麗塔 ！ 這 就 是 我 要 訂購 的 東西 。 九 。
我 現在 很 喜歡 瑪格麗塔 ！ 這 就 是 我 要 訂購 的 東西 。 九 。,我 可以 在 岩石 上 準備 你 的 飲料 ， 還是 你 喜歡 混合 飲料 ？ 九 。
我 可以 在 岩石 上 準備 你 的 飲料 ， 還是 你 喜歡 混合 飲料 ？ 九 。,拜託 ， 我 更 喜歡 岩石 上 的 瑪格麗塔 酒 。 零 。
拜託 ， 我 更 喜歡 岩石 上 的 瑪格麗塔 酒 。 零 。,你 喜歡 加 鹽 還是 不 加 鹽 的 瑪格麗塔 ？ 九 。
你 喜歡 加 鹽 還是 不 加 鹽 的 瑪格麗塔 ？ 九 。,請 不要 加 鹽 。 零 。
你 喜歡 吃飯 嗎 ？ 四 。,是的 ， 我們 真的 很 喜歡 它 。 零 。
是的 ， 我們 真的 很 喜歡 它 。 零 。,我 可以 在 一些 甜點 中 感 興趣 嗎 ？ 零 。
我 可以 在 一些 甜點 中 感 興趣 嗎 ？ 零 。,是的 ， 聽 起來 不錯 。 零 。
是的 ， 聽 起來 不錯 。 零 。,我們 有 特製 的 巧克力 慕斯 蛋糕 和 香辣朗姆酒 蘋果 酥 。零 。
我們 有 特製 的 巧克力 慕斯 蛋糕 和 香辣朗姆酒 蘋果 酥 。零 。,蘋果 酥脆 聽 起來 很 棒 。 零 。
蘋果 酥脆 聽 起來 很 棒 。 零 。,既然 有 四 個 人 ， 你 想 分開 第二 個 甜點 嗎 ？ 九 。
既然 有 四 個 人 ， 你 想 分開 第二 個 甜點 嗎 ？ 九 。,好 建議 。 你 能 帶 給 我們 一塊 巧克力 慕斯 蛋糕 和 四 個 甜點叉 嗎 ？ 零 。
好 建議 。 你 能 帶 給 我們 一塊 巧克力 慕斯 蛋糕 和 四 個 甜點叉 嗎 ？ 零 。,你 想 要 點心 的 咖啡 或 茶 嗎 ？ 九 。
你 想 要 點心 的 咖啡 或 茶 嗎 ？ 九 。,拜託 ， 我們 要 喝 四 杯 咖啡 。 九 。
拜託 ， 我們 要 喝 四 杯 咖啡 。 九 。,OK 。 我 將 帶 著 你 的 甜點 和 飲料 回來 。 零 。
OK 。 我 將 帶 著 你 的 甜點 和 飲料 回來 。 零 。,謝謝 ！ 我們 真 的 很 享受 這裏 的 美食 。 零 。
那 你 的 飯 怎麼樣 ？ 四 。,我們 的 飯 很 棒 ！ 二 。
我們 的 飯 很 棒 ！ 二 。,你 想 和 我們 一起 吃 甜點 嗎 ？ 四 。
你 想 和 我們 一起 吃 甜點 嗎 ？ 四 。,我 吃 飽 了 ， 但 也許 我們 可以 分 一些 甜點 。 零 。
我 吃 飽 了 ， 但 也許 我們 可以 分 一些 甜點 。 零 。,今晚 的 甜點 特色 包括 巧克力 慕斯 蛋糕 和 辣朗姆酒 蘋果 脆 。 零 。
今晚 的 甜點 特色 包括 巧克力 慕斯 蛋糕 和 辣朗姆酒 蘋果 脆 。 零 。,我 很 喜歡 蘋果 脆 。 零 。
我 很 喜歡 蘋果 脆 。 零 。,這 是 一個 不錯 的 選擇 ， 但是 你 願意 爲 你們 四 個 人 分 一 杯 甜點 嗎 ？ 四 。
這 是 一個 不錯 的 選擇 ， 但是 你 願意 爲 你們 四 個 人 分 一 杯 甜點 嗎 ？ 四 。,加入 巧克力 慕斯 蛋糕 ， 我們 很 好 。 我們 還 需要 四 個 甜點 叉 。 零 。
加入 巧克力 慕斯 蛋糕 ， 我們 很 好 。 我們 還 需要 四 個 甜點 叉 。 零 。,我 可以 帶 點 甜點 的 咖啡 或 茶 嗎 ？ 九 。
我 可以 帶 點 甜點 的 咖啡 或 茶 嗎 ？ 九 。,我們 想 要 兩 杯 咖啡 和 兩 杯 茶 。 九 。
